cve_id,affected_vendor,published,vulnerability
CVE-2020-10638,Advantech,08/05/2020,Advantech WebAccess/SCADA BwTCPIP Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10638,Advantech,08/05/2020,Advantech WebAccess/SCADA BwTCPIP Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-12002,Advantech,08/05/2020,Advantech WebAccess/SCADA BacNetDrvJ Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10638,Advantech,08/05/2020,Advantech WebAccess/SCADA BwWebSvc IOCTL 0x00013c84 Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10638,Advantech,08/05/2020,Advantech WebAccess/SCADA BwWebSvc IOCTL 0x00013c7b Integer Overflow Remote Code Execution Vulnerability
CVE-2020-10638,Advantech,08/05/2020,Advantech WebAccess/SCADA BwWebSvc IOCTL 0x00013c77 Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-12014,Advantech,08/05/2020,Advantech WebAccess/SCADA BwWebSvc IOCTL 0x00013c76 IOCTL 0x00013c77 SQL Injection Information Disclosure Vulnerability
CVE-2020-12014,Advantech,08/05/2020,Advantech WebAccess/SCADA BwWebSvc IOCTL 0x00013c74 IOCTL 0x00013c75 SQL Injection Information Disclosure Vulnerability
CVE-2020-12014,Advantech,08/05/2020,Advantech WebAccess/SCADA BwWebSvc IOCTL 0x00013c71 SQL Injection Information Disclosure Vulnerability
,Advantech,08/05/2020,Advantech WebAccess/SCADA DATACORE IOCTL 0x5218 Heap-based Buffer Overflow Remote Code Execution Vulnerability
,Advantech,08/05/2020,Advantech WebAccess/SCADA DATACORE IOCTL 0x521B Heap-based Buffer Overflow Remote Code Execution Vulnerability
,Advantech,08/05/2020,Advantech WebAccess/SCADA DATACORE IOCTL 0x520B Heap-based Buffer Overflow Remote Code Execution Vulnerability
,Advantech,08/05/2020,Advantech WebAccess/SCADA DATACORE IOCTL 0x5213 Heap-based Buffer Overflow Remote Code Execution Vulnerability
,Advantech,08/05/2020,Advantech WebAccess/SCADA DATACORE IOCTL 0x5208 Heap-based Buffer Overflow Remote Code Execution Vulnerability
,Advantech,08/05/2020,Advantech WebAccess/SCADA DATACORE IOCTL 0x5209 Heap-based Buffer Overflow Remote Code Execution Vulnerability
,Advantech,08/05/2020,Advantech WebAccess/SCADA DATACORE IOCTL 0x520B Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-12006,Advantech,08/05/2020,Advantech WebAccess/SCADA DrawSrv IOCTL 0x00002711 Command Injection Remote Code Execution Vulnerability
CVE-2020-10638,Advantech,08/05/2020,Advantech WebAccess/SCADA DrawSrv IOCTL 0x00002774 Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10638,Advantech,08/05/2020,Advantech WebAccess/SCADA DrawSrv IOCTL 0x00002723 Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10638,Advantech,08/05/2020,Advantech WebAccess/SCADA DrawSrv IOCTL 0x00002775 Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10638,Advantech,08/05/2020,Advantech WebAccess/SCADA DATACORE IOCTL 0x0000791d Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10638,Advantech,08/05/2020,Advantech WebAccess/SCADA DATACORE IOCTL 0x0000791e Integer Overflow Remote Code Execution Vulnerability
CVE-2020-10638,Advantech,08/05/2020,Advantech WebAccess/SCADA DATACORE IOCTL 0x0000791c Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-12022,Advantech,08/05/2020,Advantech WebAccess/SCADA DATACORE IOCTL 0x0000521e Improper Validation of Array Index Remote Code Execution Vulnerability
CVE-2020-10638,Advantech,08/05/2020,Advantech WebAccess/SCADA DATACORE IOCTL 0x00005226 Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10638,Advantech,08/05/2020,Advantech WebAccess/SCADA ViewSrv IOCTL 0x00002775 Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-12006,Advantech,08/05/2020,Advantech WebAccess/SCADA ViewSrv IOCTL 0x00002711 Command Injection Remote Code Execution Vulnerability
CVE-2020-10638,Advantech,08/05/2020,Advantech WebAccess/SCADA ViewSrv IOCTL 0x00002774 Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10638,Advantech,08/05/2020,Advantech WebAccess/SCADA ViewSrv IOCTL 0x00002723 Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-12002,Advantech,08/05/2020,Advantech WebAccess/SCADA DATACORE IOCTL 0x00005227 Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-12002,Advantech,08/05/2020,Advantech WebAccess/SCADA DATACORE IOCTL 0x0000791e Directory Traversal Remote Code Execution Vulnerability
CVE-2020-12002,Advantech,08/05/2020,Advantech WebAccess/SCADA DATACORE IOCTL 0x00005241 Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-12006,Advantech,08/05/2020,Advantech WebAccess/SCADA DATACORE IOCTL 0x0000791e Directory Traversal Remote Code Execution Vulnerability
CVE-2020-10626,Schneider Electric,06/05/2020,Schneider Electric EcoStruxure IT Gateway Improper Access Control Privilege Escalation Vulnerability
CVE-2020-3915,Apple,06/05/2020,Apple macOS printtool Daemon Improper Input Validation Privilege Escalation Vulnerability
,Trading Technologies,06/05/2020,Trading Technologies X_TRADER remove_park Stack-based Buffer Overflow Remote Code Execution Vulnerability
,Trading Technologies,06/05/2020,Trading Technologies X_TRADER disconnect_proxy_site Stack-based Buffer Overflow Remote Code Execution Vulnerability
,Trading Technologies,06/05/2020,Trading Technologies X_TRADER block_proxy_site Stack-based Buffer Overflow Remote Code Execution Vulnerability
,Trading Technologies,06/05/2020,Trading Technologies X_TRADER unblock_proxy_site Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-2575,Oracle,30/04/2020,(Pwn2Own) Oracle VirtualBox OHCI Uninitialized Variable Privilege Escalation Vulnerability
CVE-2020-2894,Oracle,30/04/2020,(Pwn2Own) Oracle VirtualBox E1000 IP Checksum Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-9568,Adobe,30/04/2020,Adobe Bridge DCM File Parsing Memory Corruption Remote Code Execution Vulnerability
CVE-2020-3765,Adobe,30/04/2020,Adobe After Effects MP4 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-0744,Microsoft,30/04/2020,Microsoft Windows user32 DIB Scaling Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-10622,LAquis,30/04/2020,LAquis SCADA LGX File Insufficient UI Warning Information Disclosure Vulnerability
CVE-2020-10622,LAquis,30/04/2020,LAquis SCADA LGX File Insufficient UI Warning Information Disclosure Vulnerability
CVE-2020-10618,LAquis,30/04/2020,LAquis SCADA LGX File Insufficient UI Warning Arbitrary File Creation Vulnerability
CVE-2020-10618,LAquis,30/04/2020,LAquis SCADA LGX File Insufficient UI Warning Arbitrary File Creation Vulnerability
CVE-2020-10618,LAquis,30/04/2020,LAquis SCADA LGX File Insufficient UI Warning Arbitrary File Creation Vulnerability
CVE-2020-10618,LAquis,30/04/2020,LAquis SCADA LGX File Insufficient UI Warning Arbitrary File Creation Vulnerability
CVE-2020-10618,LAquis,30/04/2020,LAquis SCADA LGX File Insufficient UI Warning Arbitrary File Creation Vulnerability
CVE-2020-2883,Oracle,30/04/2020,Oracle WebLogic Server T3 Protocol Deserialization of Untrusted Data Remote Code Execution Vulnerability
CVE-2020-9553,Adobe,30/04/2020,Adobe Bridge TIF File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-9565,Adobe,28/04/2020,Adobe Bridge PostScript callothersubr Command Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9567,Adobe,28/04/2020,Adobe Bridge TTF File Parsing Use-After-Free Information Disclosure Vulnerability
CVE-2020-9554,Adobe,28/04/2020,Adobe Bridge GIF File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9555,Adobe,28/04/2020,Adobe Bridge EPS BoundingBox Element Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-9556,Adobe,28/04/2020,Adobe Bridge PostScript put Command Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9557,Adobe,28/04/2020,Adobe Bridge PostScript blend Command Out-Of-Bounds Read Remote Code Execution Vulnerability
CVE-2020-9558,Adobe,28/04/2020,Adobe Bridge PostScript File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-9560,Adobe,28/04/2020,Adobe Bridge PostScript drop Command Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9559,Adobe,28/04/2020,Adobe Bridge PostScript load Command Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9561,Adobe,28/04/2020,Adobe Bridge PostScript callothersubr Command Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9562,Adobe,28/04/2020,Adobe Bridge PCX File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-9563,Adobe,28/04/2020,Adobe Bridge PostScript CharString Directory Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-9564,Adobe,28/04/2020,Adobe Bridge PostScript hsbw Command Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9569,Adobe,28/04/2020,Adobe Bridge TIF File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9566,Adobe,28/04/2020,Adobe Bridge PostScript File Parsing Use-After-Free Remote Code Execution Vulnerability
CVE-2020-10916,TP-Link,28/04/2020,TP-Link TL-WA855RE login.json Improper Authentication Privilege Escalation Vulnerability
CVE-2020-0744,Microsoft,23/04/2020,Microsoft Windows gdi32full StretchDIBitsImpl Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-2911,Oracle,20/04/2020,Oracle VirtualBox vmsvga3dSetLightData Out-Of-Bounds Write Privilege Escalation Vulnerability
CVE-2020-2701,Oracle,20/04/2020,Oracle VirtualBox xHCI Heap-based Buffer Overflow Privilege Escalation Vulnerability
CVE-2020-10611,Triangle MicroWorks,16/04/2020,(Pwn2Own) Triangle MicroWorks SCADA Data Gateway DNP3 Type Confusion Remote Code Execution Vulnerability
CVE-2020-10613,Triangle MicroWorks,16/04/2020,(Pwn2Own) Triangle MicroWorks SCADA Data Gateway DNP3 Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-10615,Triangle MicroWorks,16/04/2020,(Pwn2Own) Triangle Microworks SCADA Data Gateway DNP3 GET_FILE_INFO Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10915,Veeam,16/04/2020,Veeam ONE HandshakeResult Deserialization of Untrusted Data Remote Code Execution Vulnerability
CVE-2020-10914,Veeam,16/04/2020,Veeam ONE PerformHandshake Deserialization of Untrusted Data Remote Code Execution Vulnerability
CVE-2020-3249,Cisco,16/04/2020,Cisco UCS Director saveWindowsNetworkConfig Directory Traversal Denial-of-Service Vulnerability
CVE-2020-3248,Cisco,16/04/2020,Cisco UCS Director saveStaticConfig Directory Traversal Remote Code Execution Vulnerability
CVE-2020-3240,Cisco,16/04/2020,Cisco UCS Director ScriptModuleAddJarPage Directory Traversal Remote Code Execution Vulnerability
CVE-2020-3247,Cisco,16/04/2020,Cisco UCS Director CopyFileRunnable run Symlink Following Remote Code Execution Vulnerability
CVE-2020-3243,Cisco,16/04/2020,Cisco UCS Director isEnableRestKeyAccessCheckForUser Authentication Bypass Vulnerability
CVE-2020-3239,Cisco,16/04/2020,Cisco UCS Director ApplianceStorageUtil unzip Directory Traversal Remote Code Execution Vulnerability
CVE-2020-3250,Cisco,16/04/2020,Cisco UCS Director downloadFile Directory Traversal Information Disclosure Vulnerability
,Amazon,16/04/2020,(Pwn2Own) Amazon Echo Show Integer Overflow Remote Code Execution Vulnerability
CVE-2020-8867,OPC Foundation,16/04/2020,(Pwn2Own) OPC Foundation UA .NET Standard CreateSessionRequest Race Condition Denial-of-Service Vulnerability
CVE-2020-10907,Foxit,16/04/2020,Foxit Reader XFA Widget Use-After-Free Remote Code Execution Vulnerability
CVE-2020-10906,Foxit,16/04/2020,Foxit Reader resetForm Use-After-Free Remote Code Execution Vulnerability
CVE-2020-10905,Foxit,16/04/2020,Foxit PhantomPDF U3D File Parsing vertex Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-10904,Foxit,16/04/2020,Foxit PhantomPDF U3DBrowser U3D File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-10903,Foxit,16/04/2020,Foxit PhantomPDF U3DBrowser U3D File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-10902,Foxit,16/04/2020,Foxit PhantomPDF U3DBrowser U3D File Parsing Out-Of-Bounds Read Remote Code Execution Vulnerability
CVE-2020-10901,Foxit,16/04/2020,Foxit PhantomPDF U3DBrowser U3D File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-10900,Foxit,16/04/2020,Foxit Reader AcroForm Use-After-Free Remote Code Execution Vulnerability
CVE-2020-10899,Foxit,16/04/2020,Foxit Reader XFA Template Use-After-Free Remote Code Execution Vulnerability
CVE-2020-10898,Foxit,16/04/2020,Foxit PhantomPDF U3DBrowser U3D File Parsing Out-Of-Bounds Read Remote Code Execution Vulnerability
CVE-2020-10897,Foxit,16/04/2020,Foxit PhantomPDF U3DBrowser U3D File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-10896,Foxit,16/04/2020,Foxit PhantomPDF U3DBrowser U3D File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10895,Foxit,16/04/2020,Foxit PhantomPDF U3DBrowser U3D File Parsing Out-Of-Bounds Read Remote Code Execution Vulnerability
CVE-2020-10894,Foxit,16/04/2020,Foxit PhantomPDF U3DBrowser U3D File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-10893,Foxit,16/04/2020,Foxit PhantomPDF U3DBrowser U3D File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-10913,Foxit,16/04/2020,Foxit PhantomPDF OCRAndExportToExcel Type Confusion Remote Code Execution Vulnerability
CVE-2020-10912,Foxit,16/04/2020,Foxit PhantomPDF SetFieldValue Type Confusion Remote Code Execution Vulnerability
CVE-2020-10911,Foxit,16/04/2020,Foxit PhantomPDF GetFieldValue Type Confusion Remote Code Execution Vulnerability
CVE-2020-10910,Foxit,16/04/2020,Foxit PhantomPDF RotatePage Type Confusion Remote Code Execution Vulnerability
CVE-2020-10909,Foxit,16/04/2020,Foxit PhantomPDF AddWatermark Type Confusion Remote Code Execution Vulnerability
CVE-2020-10908,Foxit,16/04/2020,Foxit PhantomPDF Export Type Confusion Remote Code Execution Vulnerability
CVE-2020-10891,Foxit,16/04/2020,Foxit PhantomPDF Save Type Confusion Remote Code Execution Vulnerability
CVE-2020-10892,Foxit,16/04/2020,Foxit PhantomPDF CombineFiles Arbitrary File Write Remote Code Execution Vulnerability
CVE-2020-10890,Foxit,16/04/2020,Foxit PhantomPDF ConvertToPDF Arbitrary File Write Remote Code Execution Vulnerability
CVE-2020-10889,Foxit,16/04/2020,Foxit PhantomPDF DuplicatePages Type Confusion Remote Code Execution Vulnerability
CVE-2020-2907,Oracle,16/04/2020,Oracle VirtualBox VBoxSVGA Type Confusion Privilege Escalation Vulnerability
CVE-2020-2907,Oracle,16/04/2020,Oracle VirtualBox VBoxSVGA Type Confusion Privilege Escalation Vulnerability
CVE-2020-2929,Oracle,16/04/2020,Oracle VirtualBox SLiRP Networking Out-Of-Bounds Access Remote Code Execution Vulnerability
CVE-2020-2758,Oracle,16/04/2020,Oracle VirtualBox VBoxVGA VBoxVHWASurfaceBase Use-After-Free Privilege Escalation Vulnerability
CVE-2020-2748,Oracle,16/04/2020,Oracle VirtualBox vmsvgaR3FifoUpdateCursor Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-2950,Oracle,16/04/2020,Oracle Business Intelligence AMF Deserialization of Untrusted Data Remote Code Execution Vulnerability
CVE-2020-2883,Oracle,16/04/2020,Oracle WebLogic Server T3 Protocol Deserialization of Untrusted Data Remote Code Execution Vulnerability
CVE-2020-2956,Oracle,16/04/2020,Oracle E-Business Suite Human Resources Organization Hierarchy Viewer PosServer SQL Injection Privilege Escalation Vulnerability
CVE-2020-2882,Oracle,16/04/2020,Oracle E-Business Suite Human Resources Organization Hierarchy Viewer OrgServer SQL Injection Privilege Escalation Vulnerability
CVE-2020-2908,Oracle,16/04/2020,Oracle VirtualBox Virtual USB Numeric Truncation Privilege Escalation Vulnerability
CVE-2020-2743,Oracle,16/04/2020,Oracle VirtualBox xHCI Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-2742,Oracle,16/04/2020,Oracle VirtualBox xHCI Integer Overflow Privilege Escalation Vulnerability
CVE-2020-2741,Oracle,16/04/2020,Oracle VirtualBox shader_glsl_get_register_name Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-2902,Oracle,16/04/2020,Oracle VirtualBox D3D9 Shader Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-0558,Intel,15/04/2020,Intel Wi-Fi Link Driver Netwtw06 Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-0558,Intel,15/04/2020,Intel Wi-Fi Link Driver Netwtw06 Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-0558,Intel,15/04/2020,Intel Wi-Fi Link Driver Netwtw04 Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-10637,Eaton,15/04/2020,Eaton HMiSoft VU3 File Parsing wTextLen Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-10637,Eaton,15/04/2020,Eaton HMiSoft VU3 File Parsing wDescribeLen Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-10637,Eaton,15/04/2020,Eaton HMiSoft VU3 File Parsing Giffile Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-10637,Eaton,15/04/2020,Eaton HMiSoft VU3 File Parsing Base64TextLen Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-10639,Eaton,15/04/2020,Eaton HMiSoft VU3 File Parsing Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10639,Eaton,15/04/2020,Eaton HMiSoft VU3 File Parsing LinkSize Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10639,Eaton,15/04/2020,Eaton HMiSoft VU3 File Parsing LinkSize Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10639,Eaton,15/04/2020,Eaton HMiSoft VU3 File Parsing GifName Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10639,Eaton,15/04/2020,Eaton HMiSoft VU3 File Parsing wTitleTextLen Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10639,Eaton,15/04/2020,Eaton HMiSoft VU3 File Parsing wMailBlindCopyToLen Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10639,Eaton,15/04/2020,Eaton HMiSoft VU3 File Parsing wMessageLen Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10639,Eaton,15/04/2020,Eaton HMiSoft VU3 File Parsing wMailToLen Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10639,Eaton,15/04/2020,Eaton HMiSoft VU3 File Parsing wMailCopyToLen Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10639,Eaton,15/04/2020,Eaton HMiSoft VU3 File Parsing wMailContentLen Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10639,Eaton,15/04/2020,Eaton HMiSoft VU3 File Parsing wTextLen Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10639,Eaton,15/04/2020,Eaton HMiSoft VU3 File Parsing wTDateLen Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10639,Eaton,15/04/2020,Eaton HMiSoft VU3 File Parsing wTTimeLen Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10639,Eaton,15/04/2020,Eaton HMiSoft VU3 File Parsing wKPFStringLen Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10639,Eaton,15/04/2020,Eaton HMiSoft VU3 File Parsing wKPFStringLen Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10639,Eaton,15/04/2020,Eaton HMiSoft VU3 File Parsing wTitleLen Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10639,Eaton,15/04/2020,Eaton HMiSoft VU3 File Parsing wKPFString Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10639,Eaton,15/04/2020,Eaton HMiSoft VU3 File Parsing LinkSize Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10639,Eaton,15/04/2020,Eaton HMiSoft VU3 File Parsing wTextLen Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-0906,Microsoft,15/04/2020,Microsoft Excel XLS File Use-After-Free Remote Code Execution Vulnerability
CVE-2020-0906,Microsoft,15/04/2020,Microsoft Excel XLSM File Use-After-Free Information Disclosure Vulnerability
CVE-2020-0932,Microsoft,15/04/2020,Microsoft SharePoint TypeConverter Deserialization of Untrusted Data Remote Code Execution Vulnerability
CVE-2020-0821,Microsoft,15/04/2020,Microsoft Windows user32 Icon Extraction Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-0953,Microsoft,15/04/2020,Microsoft Windows JET Database Engine Memory Corruption Remote Code Execution Vulnerability
CVE-2020-0931,Microsoft,15/04/2020,Microsoft SharePoint Scorecards Deserialization of Untrusted Data Remote Code Execution Vulnerability
CVE-2020-0960,Microsoft,15/04/2020,Microsoft Windows JET Database Engine Memory Corruption Remote Code Execution Vulnerability
CVE-2020-0959,Microsoft,15/04/2020,Microsoft Windows JET Database Engine Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-0953,Microsoft,15/04/2020,Microsoft Windows JET Database Engine Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-0992,Microsoft,15/04/2020,Microsoft Windows JET Database Engine Memory Corruption Remote Code Execution Vulnerability
CVE-2020-0992,Microsoft,15/04/2020,Microsoft Windows JET Database Engine Integer Underflow Remote Code Execution Vulnerability
CVE-2020-0956,Microsoft,15/04/2020,Microsoft Windows Palette Object Use-After-Free Privilege Escalation Vulnerability
CVE-2020-0988,Microsoft,15/04/2020,Microsoft Windows JET Database Engine Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-0994,Microsoft,15/04/2020,Microsoft Windows JET Database Engine Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-0821,Microsoft,15/04/2020,Microsoft Windows KERNELBASE Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-3809,Adobe,15/04/2020,Adobe After Effects TIF File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
,Fuji Electric,09/04/2020,Fuji Electric V-Server Lite VPR File Parsing Out-Of-Bounds Read Remote Code Execution Vulnerability
,Fuji Electric,09/04/2020,Fuji Electric V-Server Lite VPR File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-10646,Fuji Electric,09/04/2020,Fuji Electric V-Server Lite VPR File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10646,Fuji Electric,09/04/2020,Fuji Electric V-Server Lite VPR File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-12010,Advantech,08/04/2020,(0Day) Advantech WebAccess IOCTL 0x2738 Arbitrary File Deletion Vulnerability
CVE-2020-12010,Advantech,08/04/2020,(0Day) Advantech WebAccess IOCTL 0x2711 BwFLApp Arbitrary File Deletion Vulnerability
CVE-2020-12010,Advantech,08/04/2020,(0Day) Advantech WebAccess IOCTL 0x2711 BwPSLink Arbitrary File Deletion Vulnerability
CVE-2020-12010,Advantech,08/04/2020,(0Day) Advantech WebAccess IOCTL 0x2711 BwPFile Arbitrary File Deletion Vulnerability
CVE-2020-12010,Advantech,08/04/2020,(0Day) Advantech WebAccess webvrpc IOCTL 0x2715 Arbitrary File Deletion Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS addLinkMonitor SQL Injection Information Disclosure Vulnerability
CVE-2020-10603,Advantech,08/04/2020,Advantech WebAccess/NMS DatabaseMgmtResource OS Command Injection Remote Code Execution Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS getTrunkNumber SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10623,Advantech,08/04/2020,Advantech WebAccess/NMS setDevicechoose SQL Injection Information Disclosure Vulnerability
CVE-2020-10623,Advantech,08/04/2020,Advantech WebAccess/NMS getFWUpgradeInfo SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,08/04/2020,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
