cve_id,affected_vendor,vulnerability
CVE-2020-9569,Adobe,Adobe Bridge TIF File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-9566,Adobe,Adobe Bridge PostScript File Parsing Use-After-Free Remote Code Execution Vulnerability
CVE-2020-10916,TP-Link,TP-Link TL-WA855RE login.json Improper Authentication Privilege Escalation Vulnerability
CVE-2020-0744,Microsoft,Microsoft Windows gdi32full StretchDIBitsImpl Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-2911,Oracle,Oracle VirtualBox vmsvga3dSetLightData Out-Of-Bounds Write Privilege Escalation Vulnerability
CVE-2020-2701,Oracle,Oracle VirtualBox xHCI Heap-based Buffer Overflow Privilege Escalation Vulnerability
CVE-2020-10611,Triangle MicroWorks,(Pwn2Own) Triangle MicroWorks SCADA Data Gateway DNP3 Type Confusion Remote Code Execution Vulnerability
CVE-2020-10613,Triangle MicroWorks,(Pwn2Own) Triangle MicroWorks SCADA Data Gateway DNP3 Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-10615,Triangle MicroWorks,(Pwn2Own) Triangle Microworks SCADA Data Gateway DNP3 GET_FILE_INFO Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10915,Veeam,Veeam ONE HandshakeResult Deserialization of Untrusted Data Remote Code Execution Vulnerability
CVE-2020-10914,Veeam,Veeam ONE PerformHandshake Deserialization of Untrusted Data Remote Code Execution Vulnerability
CVE-2020-3249,Cisco,Cisco UCS Director saveWindowsNetworkConfig Directory Traversal Denial-of-Service Vulnerability
CVE-2020-3248,Cisco,Cisco UCS Director saveStaticConfig Directory Traversal Remote Code Execution Vulnerability
CVE-2020-3240,Cisco,Cisco UCS Director ScriptModuleAddJarPage Directory Traversal Remote Code Execution Vulnerability
CVE-2020-3247,Cisco,Cisco UCS Director CopyFileRunnable run Symlink Following Remote Code Execution Vulnerability
CVE-2020-3243,Cisco,Cisco UCS Director isEnableRestKeyAccessCheckForUser Authentication Bypass Vulnerability
CVE-2020-3239,Cisco,Cisco UCS Director ApplianceStorageUtil unzip Directory Traversal Remote Code Execution Vulnerability
CVE-2020-3250,Cisco,Cisco UCS Director downloadFile Directory Traversal Information Disclosure Vulnerability
,Amazon,(Pwn2Own) Amazon Echo Show Integer Overflow Remote Code Execution Vulnerability
CVE-2020-8867,OPC Foundation,(Pwn2Own) OPC Foundation UA .NET Standard CreateSessionRequest Race Condition Denial-of-Service Vulnerability
CVE-2020-10907,Foxit,Foxit Reader XFA Widget Use-After-Free Remote Code Execution Vulnerability
CVE-2020-10906,Foxit,Foxit Reader resetForm Use-After-Free Remote Code Execution Vulnerability
CVE-2020-10905,Foxit,Foxit PhantomPDF U3D File Parsing vertex Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-10904,Foxit,Foxit PhantomPDF U3DBrowser U3D File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-10903,Foxit,Foxit PhantomPDF U3DBrowser U3D File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-10902,Foxit,Foxit PhantomPDF U3DBrowser U3D File Parsing Out-Of-Bounds Read Remote Code Execution Vulnerability
CVE-2020-10901,Foxit,Foxit PhantomPDF U3DBrowser U3D File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-10900,Foxit,Foxit Reader AcroForm Use-After-Free Remote Code Execution Vulnerability
CVE-2020-10899,Foxit,Foxit Reader XFA Template Use-After-Free Remote Code Execution Vulnerability
CVE-2020-10898,Foxit,Foxit PhantomPDF U3DBrowser U3D File Parsing Out-Of-Bounds Read Remote Code Execution Vulnerability
CVE-2020-10897,Foxit,Foxit PhantomPDF U3DBrowser U3D File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-10896,Foxit,Foxit PhantomPDF U3DBrowser U3D File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10895,Foxit,Foxit PhantomPDF U3DBrowser U3D File Parsing Out-Of-Bounds Read Remote Code Execution Vulnerability
CVE-2020-10894,Foxit,Foxit PhantomPDF U3DBrowser U3D File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-10893,Foxit,Foxit PhantomPDF U3DBrowser U3D File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-10913,Foxit,Foxit PhantomPDF OCRAndExportToExcel Type Confusion Remote Code Execution Vulnerability
CVE-2020-10912,Foxit,Foxit PhantomPDF SetFieldValue Type Confusion Remote Code Execution Vulnerability
CVE-2020-10911,Foxit,Foxit PhantomPDF GetFieldValue Type Confusion Remote Code Execution Vulnerability
CVE-2020-10910,Foxit,Foxit PhantomPDF RotatePage Type Confusion Remote Code Execution Vulnerability
CVE-2020-10909,Foxit,Foxit PhantomPDF AddWatermark Type Confusion Remote Code Execution Vulnerability
CVE-2020-10908,Foxit,Foxit PhantomPDF Export Type Confusion Remote Code Execution Vulnerability
CVE-2020-10891,Foxit,Foxit PhantomPDF Save Type Confusion Remote Code Execution Vulnerability
CVE-2020-10892,Foxit,Foxit PhantomPDF CombineFiles Arbitrary File Write Remote Code Execution Vulnerability
CVE-2020-10890,Foxit,Foxit PhantomPDF ConvertToPDF Arbitrary File Write Remote Code Execution Vulnerability
CVE-2020-10889,Foxit,Foxit PhantomPDF DuplicatePages Type Confusion Remote Code Execution Vulnerability
CVE-2020-2907,Oracle,Oracle VirtualBox VBoxSVGA Type Confusion Privilege Escalation Vulnerability
CVE-2020-2907,Oracle,Oracle VirtualBox VBoxSVGA Type Confusion Privilege Escalation Vulnerability
CVE-2020-2929,Oracle,Oracle VirtualBox SLiRP Networking Out-Of-Bounds Access Remote Code Execution Vulnerability
CVE-2020-2758,Oracle,Oracle VirtualBox VBoxVGA VBoxVHWASurfaceBase Use-After-Free Privilege Escalation Vulnerability
CVE-2020-2748,Oracle,Oracle VirtualBox vmsvgaR3FifoUpdateCursor Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-2950,Oracle,Oracle Business Intelligence AMF Deserialization of Untrusted Data Remote Code Execution Vulnerability
CVE-2020-2883,Oracle,Oracle WebLogic Server T3 Protocol Deserialization of Untrusted Data Remote Code Execution Vulnerability
CVE-2020-2956,Oracle,Oracle E-Business Suite Human Resources Organization Hierarchy Viewer PosServer SQL Injection Privilege Escalation Vulnerability
CVE-2020-2882,Oracle,Oracle E-Business Suite Human Resources Organization Hierarchy Viewer OrgServer SQL Injection Privilege Escalation Vulnerability
CVE-2020-2908,Oracle,Oracle VirtualBox Virtual USB Numeric Truncation Privilege Escalation Vulnerability
CVE-2020-2743,Oracle,Oracle VirtualBox xHCI Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-2742,Oracle,Oracle VirtualBox xHCI Integer Overflow Privilege Escalation Vulnerability
CVE-2020-2741,Oracle,Oracle VirtualBox shader_glsl_get_register_name Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-2902,Oracle,Oracle VirtualBox D3D9 Shader Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-0558,Intel,Intel Wi-Fi Link Driver Netwtw06 Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-0558,Intel,Intel Wi-Fi Link Driver Netwtw06 Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-0558,Intel,Intel Wi-Fi Link Driver Netwtw04 Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-10637,Eaton,Eaton HMiSoft VU3 File Parsing wTextLen Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-10637,Eaton,Eaton HMiSoft VU3 File Parsing wDescribeLen Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-10637,Eaton,Eaton HMiSoft VU3 File Parsing Giffile Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-10637,Eaton,Eaton HMiSoft VU3 File Parsing Base64TextLen Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-10639,Eaton,Eaton HMiSoft VU3 File Parsing Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10639,Eaton,Eaton HMiSoft VU3 File Parsing LinkSize Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10639,Eaton,Eaton HMiSoft VU3 File Parsing LinkSize Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10639,Eaton,Eaton HMiSoft VU3 File Parsing GifName Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10639,Eaton,Eaton HMiSoft VU3 File Parsing wTitleTextLen Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10639,Eaton,Eaton HMiSoft VU3 File Parsing wMailBlindCopyToLen Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10639,Eaton,Eaton HMiSoft VU3 File Parsing wMessageLen Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10639,Eaton,Eaton HMiSoft VU3 File Parsing wMailToLen Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10639,Eaton,Eaton HMiSoft VU3 File Parsing wMailCopyToLen Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10639,Eaton,Eaton HMiSoft VU3 File Parsing wMailContentLen Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10639,Eaton,Eaton HMiSoft VU3 File Parsing wTextLen Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10639,Eaton,Eaton HMiSoft VU3 File Parsing wTDateLen Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10639,Eaton,Eaton HMiSoft VU3 File Parsing wTTimeLen Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10639,Eaton,Eaton HMiSoft VU3 File Parsing wKPFStringLen Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10639,Eaton,Eaton HMiSoft VU3 File Parsing wKPFStringLen Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10639,Eaton,Eaton HMiSoft VU3 File Parsing wTitleLen Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10639,Eaton,Eaton HMiSoft VU3 File Parsing wKPFString Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10639,Eaton,Eaton HMiSoft VU3 File Parsing LinkSize Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10639,Eaton,Eaton HMiSoft VU3 File Parsing wTextLen Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-0906,Microsoft,Microsoft Excel XLS File Use-After-Free Remote Code Execution Vulnerability
CVE-2020-0906,Microsoft,Microsoft Excel XLSM File Use-After-Free Information Disclosure Vulnerability
CVE-2020-0932,Microsoft,Microsoft SharePoint TypeConverter Deserialization of Untrusted Data Remote Code Execution Vulnerability
CVE-2020-0821,Microsoft,Microsoft Windows user32 Icon Extraction Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-0953,Microsoft,Microsoft Windows JET Database Engine Memory Corruption Remote Code Execution Vulnerability
CVE-2020-0931,Microsoft,Microsoft SharePoint Scorecards Deserialization of Untrusted Data Remote Code Execution Vulnerability
CVE-2020-0960,Microsoft,Microsoft Windows JET Database Engine Memory Corruption Remote Code Execution Vulnerability
CVE-2020-0959,Microsoft,Microsoft Windows JET Database Engine Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-0953,Microsoft,Microsoft Windows JET Database Engine Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-0992,Microsoft,Microsoft Windows JET Database Engine Memory Corruption Remote Code Execution Vulnerability
CVE-2020-0992,Microsoft,Microsoft Windows JET Database Engine Integer Underflow Remote Code Execution Vulnerability
CVE-2020-0956,Microsoft,Microsoft Windows Palette Object Use-After-Free Privilege Escalation Vulnerability
CVE-2020-0988,Microsoft,Microsoft Windows JET Database Engine Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-0994,Microsoft,Microsoft Windows JET Database Engine Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-0821,Microsoft,Microsoft Windows KERNELBASE Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-3809,Adobe,Adobe After Effects TIF File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
,Fuji Electric,Fuji Electric V-Server Lite VPR File Parsing Out-Of-Bounds Read Remote Code Execution Vulnerability
,Fuji Electric,Fuji Electric V-Server Lite VPR File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-10646,Fuji Electric,Fuji Electric V-Server Lite VPR File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-10646,Fuji Electric,Fuji Electric V-Server Lite VPR File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-12010,Advantech,(0Day) Advantech WebAccess IOCTL 0x2738 Arbitrary File Deletion Vulnerability
CVE-2020-12010,Advantech,(0Day) Advantech WebAccess IOCTL 0x2711 BwFLApp Arbitrary File Deletion Vulnerability
CVE-2020-12010,Advantech,(0Day) Advantech WebAccess IOCTL 0x2711 BwPSLink Arbitrary File Deletion Vulnerability
CVE-2020-12010,Advantech,(0Day) Advantech WebAccess IOCTL 0x2711 BwPFile Arbitrary File Deletion Vulnerability
CVE-2020-12010,Advantech,(0Day) Advantech WebAccess webvrpc IOCTL 0x2715 Arbitrary File Deletion Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS addLinkMonitor SQL Injection Information Disclosure Vulnerability
CVE-2020-10603,Advantech,Advantech WebAccess/NMS DatabaseMgmtResource OS Command Injection Remote Code Execution Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS getTrunkNumber SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10623,Advantech,Advantech WebAccess/NMS setDevicechoose SQL Injection Information Disclosure Vulnerability
CVE-2020-10623,Advantech,Advantech WebAccess/NMS getFWUpgradeInfo SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10625,Advantech,Advantech WebAccess/NMS UsersInputAction Missing Authentication for Critical Function Authentication Bypass Vulnerability
CVE-2020-10623,Advantech,Advantech WebAccess/NMS getSyslogUiList SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS DeviceData Performance SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS MibBrowser SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS MibBrowser SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS single-vlan-info SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10621,Advantech,Advantech WebAccess/NMS ProfileResource Unrestricted File Upload Remote Code Execution Vulnerability
CVE-2020-10621,Advantech,Advantech WebAccess/NMS DBBackupResource Unrestricted File Upload Remote Code Execution Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10621,Advantech,Advantech WebAccess/NMS ConfigRestoreAction Unrestricted File Upload Remote Code Execution Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10621,Advantech,Advantech WebAccess/NMS DBBackupRestoreAction Unrestricted File Upload Remote Code Execution Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
,Advantech,Advantech WebAccess/NMS AccesslogAction SQL Injection Information Disclosure Vulnerability
CVE-2020-10621,Advantech,Advantech WebAccess/NMS SupportDeviceaddAction Arbitrary File Upload Remote Code Execution Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS DBUtil SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS forcedScanDevice SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS FwStatusReportAction SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS FwStatusReportAction SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS TopogroupeditAction SQL Injection Information Disclosure Vulnerability
CVE-2020-10621,Advantech,Advantech WebAccess/NMS FwUpgradeAction Unrestricted File Upload Remote Code Execution Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS TopogroupeditAction SQL Injection Information Disclosure Vulnerability
CVE-2020-10621,Advantech,Advantech WebAccess/NMS extProgramAction Unrestricted File Upload Remote Code Execution Vulnerability
CVE-2020-10621,Advantech,Advantech WebAccess/NMS extProgramAction Unrestricted File Upload Remote Code Execution Vulnerability
CVE-2020-10621,Advantech,Advantech WebAccess/NMS LicenseImportAction Unrestricted File Upload Remote Code Execution Vulnerability
CVE-2020-10631,Advantech,Advantech WebAccess/NMS download.jsp Directory Traversal Information Disclosure and Denial-of-Service Vulnerability
CVE-2020-10621,Advantech,Advantech WebAccess/NMS FwUpgradeAction Unrestricted File Upload Remote Code Execution Vulnerability
CVE-2020-10629,Advantech,Advantech WebAccess/NMS MibbrowserTrapAddAction XML External Entity Reference Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS reflashEventLog SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS Login SQL Injection Information Disclosure Vulnerability
CVE-2020-10619,Advantech,Advantech WebAccess/NMS saveBackgroundAction Directory Traversal Denial-of-Service Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS saveBackground SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS EMSgroupAction SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS mibBrowserSetAction SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS searchDevice SQL Injection Information Disclosure Vulnerability
CVE-2020-10617,Advantech,Advantech WebAccess/NMS Login isAccessDenied SQL Injection Information Disclosure Vulnerability
CVE-2020-10621,Advantech,Advantech WebAccess/NMS saveBackground Unrestricted File Upload Remote Code Execution Vulnerability
CVE-2020-3766,Adobe,Adobe Acrobat Pro DC Genuine Software Service Incorrect Permission Assignment Privilege Escalation Vulnerability
CVE-2020-7478,Schneider Electric,Schneider Electric IGSS IGSSupdateservice Directory Traversal Information Disclosure Vulnerability
CVE-2020-7479,Schneider Electric,Schneider Electric IGSS IGSSupdateservice Improper Access Control Privilege Escalation Vulnerability
,VMware,VMware Workstation OVF NTLM Challenge Response Information Disclosure Vulnerability
,Corel,(0Day) Corel PaintShop Pro PNG File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability
,Corel,(0Day) Corel PaintShop Pro TIF File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
,Corel,(0Day) Corel PaintShop Pro TIF File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
,Corel,(0Day) Corel PaintShop Pro PNG File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
,Corel,(0Day) Corel PaintShop Pro TIF File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability
,Corel,(0Day) Corel PaintShop Pro TIF File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
,Corel,(0Day) Corel PaintShop Pro GIF File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
,Corel,(0Day) Corel PaintShop Pro PNG File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability
,Corel,(0Day) Corel PaintShop Pro TIF File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
,Corel,(0Day) Corel PaintShop Pro TIF File Parsing Out-Of-Bounds Read Remote Code Execution Vulnerability
,Corel,(0Day) Corel PaintShop Pro PSD File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
,Corel,(0Day) Corel PaintShop Pro PSD File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
,Corel,(0Day) Corel PaintShop Pro PSD File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
,Corel,(0Day) Corel PaintShop Pro PSD File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
,Corel,(0Day) Corel PaintShop Pro J2K File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
,Corel,(0Day) Corel PaintShop Pro J2K File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
,Corel,(0Day) Corel PaintShop Pro PSD File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
,Corel,(0Day) Corel PaintShop Pro J2K File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-8835,Linux,(Pwn2Own) Linux Kernel eBPF Improper Input Validation Privilege Escalation Vulnerability
CVE-2020-4240,IBM,IBM Spectrum Protect Plus plugin Directory Traversal File Creation Vulnerability
CVE-2020-4241,IBM,IBM Spectrum Protect Plus uploadHttpsCertificate Command Injection Remote Code Execution Vulnerability
CVE-2020-4242,IBM,IBM Spectrum Protect Plus uploadLdapCertificate Command Injection Remote Code Execution Vulnerability
CVE-2020-4208,IBM,IBM Spectrum Protect Plus serveradmin Authentication Bypass Vulnerability
CVE-2020-4209,IBM,IBM Spectrum Protect Plus uploadHttpsCertificate Directory Traversal File Creation Vulnerability
CVE-2020-4209,IBM,IBM Spectrum Protect Plus uploadLdapCertificate Directory Traversal File Creation Vulnerability
CVE-2020-4214,IBM,IBM Spectrum Protect Plus cleanupUpdateImage Arbitrary Directory Deletion Vulnerability
CVE-2020-4206,IBM,IBM Spectrum Protect Plus timezone Command Injection Remote Code Execution Vulnerability
CVE-2020-3897,Apple,Apple Safari Object Transition Cache Type Confusion Remote Code Execution Vulnerability
CVE-2020-10888,TP-Link,(Pwn2Own) TP-Link Archer A7 SSH Port Forwarding Authentication Bypass Vulnerability
CVE-2020-10886,TP-Link,(Pwn2Own) TP-Link Archer A7 tmpServer Command Injection Remote Code Execution Vulnerability
CVE-2020-10887,TP-Link,(Pwn2Own) TP-Link Archer A7 Protection Mechanism Failure Firewall Bypass Vulnerability
CVE-2020-10885,TP-Link,(Pwn2Own) TP-Link Archer A7 DNS Response Improper Input Validation Remote Code Execution Vulnerability
CVE-2020-10884,TP-Link,(Pwn2Own) TP-Link Archer A7 tdpServer Use of Hard-coded Cryptographic Key Remote Code Execution Vulnerability
CVE-2020-10883,TP-Link,(Pwn2Own) TP-Link Archer A7 File System Incorrect Permission Assignment for Critical Resource Privilege Escalation Vulnerability
CVE-2020-10882,TP-Link,(Pwn2Own) TP-Link Archer A7 tdpServer Command Injection Remote Code Execution Vulnerability
CVE-2020-10881,TP-Link,(Pwn2Own) TP-Link Archer A7 DNS Response Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-3764,Adobe,Adobe Media Encoder CC MP4 File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3764,Adobe,Adobe Media Encoder 3GP File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3802,Adobe,Adobe Acrobat Reader DC XFA Template Use-After-Free Remote Code Execution Vulnerability
CVE-2020-9552,Adobe,Adobe Bridge XD File Parsing Heap-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-9551,Adobe,Adobe Bridge CC GIF File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3766,Adobe,Adobe Acrobat Pro DC Genuine Software Service Incorrect Permission Assignment Privilege Escalation Vulnerability
CVE-2020-3766,Adobe,Adobe Acrobat Pro DC Genuine Software Service Incorrect Permission Assignment Privilege Escalation Vulnerability
CVE-2020-3791,Adobe,Adobe Photoshop Type 1 Font Parsing Charstring Out-of-Bounds Read Information Disclosure Vulnerability
CVE-2020-3790,Adobe,Adobe Photoshop DCM File Parsing Memory Corruption Remote Code Execution Vulnerability
CVE-2020-3782,Adobe,Adobe Photoshop TIF File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-3781,Adobe,Adobe Photoshop TIF File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
CVE-2020-3780,Adobe,Adobe Photoshop EPS BoundingBox Element Stack-based Buffer Overflow Remote Code Execution Vulnerability
CVE-2020-3779,Adobe,Adobe Photoshop GIF File Parsing Out-Of-Bounds Write Remote Code Execution Vulnerability
CVE-2020-3778,Adobe,Adobe Photoshop TIF File Parsing Out-Of-Bounds Read Information Disclosure Vulnerability
